#LNUM	TNUM	TRAN	WCSC
54	3	kinege	KN
54	4	yangu	JJ
54	5	di suaki	DS
54	6	kiki	KK
54	7	bom	BB
54	8	kuim	KU
54	9	sung	SU
54	10	blong	BL
54	11	di nekuoy	NE
54	12	woy	WO
54	13	irobi	IR
54	14	un mley	UN
54	15	blou usum	BU
54	16	kawoy	KS
54	17	bu	UU
54	18	ut knuim	UT
54	19	weng	WE
54	20	degit	DE
54	21	wolu	LU
54	22	win	WI
54	23	negloug	NG
54	24	sam	SM
55	1	dzamda	J
55	2	bhra	R
55	3	lal	L
55	4	nia	N
55	5	gulala	G
55	6	tapsra	T
55	7	piwa	P
55	8	dhawa	D
55	9	kaa	K
55	10	bhgwa	B
55	11	urua	H
56	1	pipin	TS
56	2	bombon	BB
56	3	maman	AF
56	4	yaankal	GA
56	5	kikal	CD
56	6	kinimbilik	BK
56	7	diyun	DC
56	8	siin	SD
56	9	tintin	TT
56	10	ntikpinyun	WE
56	11	nipiituur	PT
56	12	choy	CH
56	13	nituur	TU
56	14	kunii	BA
56	15	waewae	WW
56	16	nkonyun	KO
56	17	puichar	CR
56	18	piyilepaar	PP
56	19	pupuk	WR
56	20	gungun	GG
57	1	orinj	O
57	2	pingk	P
57	3	pepul	PP
57	4	peipul	PP
57	5	blu	BL
57	6	grin	G
57	7	blek	B
57	8	wait	W
57	9	yela	Y
57	10	red	R
57	11	bran	BR
57	12	bran	BR
57	13	bran	BR
57	14	grei	GR
57	15	straberi	S
57	16	dak	D
57	17	lait	L
57	18	silva	SI
57	19	kalad	K
57	20	djaklat	DJ
57	21	shaini	SH
57	22	dakblu	B2
57	23	dakwan	DW
57	24	dakgrin	DG
57	25	shaini	SH
57	26	grinblu	GB
57	27	laitblu	B3
57	28	dakblek	DB
57	29	laitorinj	LO
58	1	janbal	A
58	2	dayirr	D
58	3	ngumbu	G
58	4	bingaji	I
58	5	jurrbill	J
58	6	kayal	K
58	7	kulbul	L
58	8	ngala-ngala	N
58	9	burrkul	RK
58	10	wuba	U
58	11	wamumu	W
58	12	kabu-kabu	B
58	13	mirrbanka	M
58	14	mula-mula	O
58	15	kambal-kambal	Q
58	16	jiri	X
59	1	chichid	CC
59	2	chibud/chibu/chipu	CB
59	3	kinnid/ginid	GN
59	4	arad/arrad	AR
59	5	kologwad/koldigiid	GO
59	6	guduregiid	GU
59	7	bugwagiid	BG
59	8	burugwad/-at/buregiid	BU
59	9	chiagiid/chiagit/chigid	CH
59	10	alulugwad	AL
59	11	sabgale/chabgale	SA
59	12	gisigwad/-at	GS
59	13	gwiliabgan	GW
59	14	dudumol	DU
59	15	buringiid	BR
59	16	madunmol	MM
59	17	islubgiid	IS
59	18	boledigi	BO
59	19	aidirgwagid	AI
59	20	gwalu	WU
59	21	urwa	UR
59	22	aur	AU
59	23	urma	UM
59	24	yis	YI
59	25	mommo	MO
59	26	agdir	AG
59	27	nichal	NI
59	28	malina	ML
59	29	mageb	MG
59	30	arrichabi	AN
59	31	curasao	CU
59	32	bule	BL
59	33	dulbul	DL
59	34	ubchan	UB
59	35	badu	BA
59	36	otomana	OT
59	37	butual	BZ
59	38	gwagwacha	GG
59	39	uarigid	UA
59	40	diguargid	DI
59	41	chabgan	CG
59	42	dulu	DD
59	43	nisalgid	NS
59	44	suir	SU
59	45	chuili/chuiri	CI
60	1	asiram/aherem/arem/karam	AS
60	2	awanenum	AW
60	3	cimeru	CM
60	4	ewum	EW
60	5	icarinum	IR
60	6	icem	IC
60	7	ikunukunum	IK
60	8	isuwukunupanim	IU
60	9	isukunuk	IS
60	10	kacenum	KC
60	11	kainanesenum	KI
60	12	kakarenum/karetam	KR
60	13	kamesekotewenum	KM
60	14	kekers	KE
60	15	korsekwarum	KO
60	16	masibucinom	MS
60	17	nokonum	NK
60	18	potam	PT
60	19	sinarem	SI
60	20	tintim	TI
60	21	unsenum	US
60	22	waiyekwenum	WI
61	1	induwa	DU
61	2	bore	RE
61	3	wile(di)	WI
61	4	bole(di)	LE
61	5	busu	SU
61	6	bondo	ND
61	7	mabli	BL
61	8	oredi	DI
61	9	(n)jog(n)yo(n)	YO
61	10	moju	JU
61	11	gargu	RG
61	12	kubra mono	BR
61	13	bala	BA
61	14	mili	MI
61	15	tondu	TD
61	16	dobro	DB
61	17	ndubango	UB
61	18	pajiro	PA
61	19	wala	WA
62	1	peelli	PE
62	2	sabilli	SA
62	3	zeoo/zeaa	ZE
62	4	gaanni	GA
62	5	pupuka/pupuku	PU
62	6	pirsin	PI
62	7	bulu	BU
62	8	zekamvoo	ZK
62	9	dozum	DO
62	10	biangkoom	BI
62	11	gyera	GY
62	12	aloori	AL
62	13	kangwa	KA
62	14	sulimpeaakoom	SK
62	15	seem	SE
62	16	loora	LO
62	17	daffa	DA
62	18	susobri	SI
62	19	beela	EE
62	20	inki	IN
62	21	wuying	WU
62	22	wulling	WI
62	23	wurhri	WR
62	24	pitti	PT
62	25	da'a	AA
62	26	gaying	GZ
62	27	lorga	LR
62	28	faying	FY
62	29	daka	DK
62	30	tangkpoo	TA
62	31	wobga	SO
62	32	waying	WG
62	33	kpaying	KG
62	34	saying	SG
62	35	ditti	DT
62	36	putti	PZ
62	37	puhugu	PH
62	38	faa/faahri	FZ
62	39	bitti	BT
62	40	pirihiri	PP
62	41	wula-wula	WW
62	42	birimbiin	BB
62	43	ganagana	GG
62	44	tivaari	TI
62	45	timm	TM
62	46	tampie'alim	TP
62	47	wuyii	YI
62	48	limlim	LL
62	49	kyaaw	KW
62	50	yolli	YO
62	51	gbilnggi	GB
62	52	bimm	BM
62	53	kyaua	KY
62	54	bakyekoon	BY
62	55	saapa'ada'ari	SP
62	56	kyoo	KO
62	57	sangbongo	SB
62	58	dimm	DM
62	59	bugwulli	BW
62	60	faaya	FX
62	61	pillihili	PL
62	62	pupuba	PB
62	63	walaying	WL
62	64	na'a-na'a	NN
62	65	tepp	TZ
62	66	kpazum	KZ
62	67	wulhiri	WH
62	68	libi-lib	LB
62	69	sangmanga	SN
62	70	duffu	DF
62	71	gana	GN
62	72	piri-mangni	PM
62	73	gyigyiri	GR
62	74	binabina	BZ
62	75	biing	IG
62	76	ropiyaden	RO
62	77	sunsukku-ni	SZ
62	78	dirihiri/dirhga	DH
62	79	zimizim	ZZ
63	1	gi	GI
63	2	aruai	AR
63	3	meeki	ME
63	4	seereeb	SE
63	5	geeny	GE
63	6	muk	MU
63	7	bai	BA
63	8	pe	PE
63	9	peek	PK
63	10	peekeesi	PI
63	11	pejeel	PL
63	12	suiya	SA
63	13	suiyo	SO
63	14	gona	GA
63	15	gapeekaiwub	GB
63	16	meenya	MA
63	17	meenyman	MN
63	18	meenyaka	MK
63	19	pen	PN
63	20	rungwa	RG
63	21	rungwada	RD
63	22	banyaboy	BY
63	23	keenyak	KK
63	24	bo	BO
63	25	neeb	NB
63	26	banangoi	BI
63	27	kidag	KG
63	28	ka	KA
63	29	kawena	KW
63	30	kayuna	KY
63	31	kaweel	KE
63	32	kalom	KL
63	33	rabapo	RA
64	1	jupirr-jupirr	J
64	2	jupirr-jupirr	J
64	3	jurnpaly-jurnpaly	R
64	4	jurnpaly-jurnpaly	R
64	5	jurturr-jurturr	JT
64	6	juurlkarr	S
64	7	kalyu	KL
64	8	karawangarlpa	KG
64	9	karlka-karlka	KX
64	10	karntawarra	K
64	11	karranjiyal	V
64	12	karrku	Q
64	13	karrpu-wati	KZ
64	14	karrukalkalka	D
64	15	kata-pawulanta	KP
64	16	kayarraninpa	KR
64	17	kiyarr-kiyarr	H
64	18	kuunypa	F
64	19	kuwiyarlpa	Z
64	20	langa	LA
64	21	martaly-martaly	T
64	22	martar	T
64	23	martarr-martarr	T
64	24	martarrpilyilyi	T
64	25	maru-maru	M
64	26	miji-miji	I
64	27	mirta-mirta	X
64	28	munga-turrkatingu	MU
64	29	mungapuru	MU
64	30	mungarr	MU
64	31	munyjulpa	B
64	32	ngarnka	N
64	33	ngartan ngartan	NT
64	34	ngintarlpa	NI
64	35	pana	PN
64	36	parrjunu	PJ
64	37	parnaly-parnaly	A
64	38	piila-piila	P
64	39	pujurr	U
64	40	purlangkanu	L
64	41	puwalypa	G
64	42	puyurr-puyurr	PY
64	43	rarrpa	RR
64	44	rarrpantarlpa	RR
64	45	ruka-ruka	C
64	46	warla	WR
64	47	wira	W
64	48	yukuri-yukuri	Y
64	49	yakuripiti	Y
64	50	yari	YA
64	51	yungan-yungan	O
64	52	unknown	WA
64	53	unclear	ZZ
65	1	bhuro	R
65	2	gulala	G
65	3	dzabo	J
65	4	kauo	K
65	5	nino	N
65	6	pino	P
65	7	rato	F
65	8	tamkhi	T
65	9	udzuo	U
66	1	umu	U
66	2	piu	P
66	3	chëshe	C
66	4	ushu	S
67	1	azul	AL
67	2	cafe/capje	CA
67	3	cajxtu	CX
67	4	canga/cangu	CN
67	5	cje'i	CI
67	6	cjembochjo	CB
67	7	cjipobu	CP
67	8	cjoro	JO
67	9	cjexi/cjoxu	JX
67	10	crema	RM
67	11	chocolate	CH
67	12	cural	CL
67	13	dyaza	DY
67	14	franqueza	FR
67	15	gris	GR
67	16	guinda	GU
67	17	huaru	HU
67	18	ixi/ixpa	IX
67	19	jense	JS
67	20	jnoro	JR
67	21	limu	LM
67	22	lila	LA
67	23	lancji	LN
67	24	mamey	MA
67	25	mbansu	MS
67	26	mbaja	MB
67	27	mbezheje/mbexe	MZ
67	28	morago	MR
67	29	nrreje	NJ
67	30	naraja	NR
67	31	ndamose	DM
67	32	nuzo'o/zo'o	ZO
67	33	nguenchajxu	NG
67	34	poxu/posu	PX
67	35	plomo	PL
67	36	pejo	PE
67	37	potju	PT
67	38	paxla	PA
67	39	rojo	RJ
67	40	rosa	RO
67	41	solferino	SF
67	42	toxu/tosu	TX
67	43	tropa	TR
67	44	tjunmju	TU
67	45	tostjo	TJ
67	46	vino	VN
67	47	verde	VE
67	48	xiom	XO
67	49	xicqua	XJ
67	50	xunijomu	XN
67	51	zixi	ZI
67	52	bo	B
67	53	bajo	A
67	54	claro	C
67	55	jnoj	J
67	56	nda	D
67	57	oscuro	O
67	58	subido	S
67	59	azul/sulu	U
67	60	verde	V
68	1	azul	AL
68	2	suse	SU
68	3	mamey	MA
68	4	moradu	MO
68	5	cha	CH
68	6	verde	VE
68	7	sine	SI
68	8	tiava	TI
68	9	rosa	RO
68	10	hisu	HI
68	11	jima	JM
68	12	hani	HA
68	13	nacha-hani	NH
68	14	solferino	SO
68	15	yinda	YD
68	16	cafe	CF
68	17	peju	PJ
68	18	naxu-nguisu	NN
68	19	plomo	PL
69	1	kapaiqä	KP
69	2	hiawiqä	HI
69	3	hängecäqä	AG
69	4	hiwicäqä	HW
69	5	waquicäqä	WQ
69	6	ipicäqä	IP
69	7	hatäqä	HT
69	8	henguaningä	EG
69	9	ayä	AY
69	10	eñäqä	EN
69	11	kukuatäqä	KU
69	12	yäququaningä	YQ
69	13	putäqä	PT
69	14	tungkuatäqä	TG
69	15	hipätuwä	HP
69	16	yaicäqä	YA
69	17	hiowätäqä	HO
70	1	wapeeg	W
70	2	magtaweeg	G
70	3	megweeg	M
70	4	watapteg	T
70	5	eewneeg	E
70	6	stognamugist	S
70	7	purplewit	U
70	8	purple	U
70	9	wisaweeg	I
70	10	jijuagatammna	J
70	11	brownwit	B
70	12	brown	B
70	13	pinkwit	K
70	14	pink	K
70	15	greywit	A
70	16	grey	A
70	17	orange	O
70	18	mewtepeg	H
70	19	mew	H
70	20	ingwa	IN
70	21	plamu	P
70	22	msigu	F
70	23	gesimgweeg	L
70	24	mogopaagua	X
70	25	laglem	Y
70	26	pguman	PG
70	27	nisgan	NS
70	28	lime	LI
70	29	violet	VI
70	30	beige	BE
70	31	marrone	MA
70	32	yellow	YE
70	33	wapi	W
70	34	magtawi	G
70	35	am	A
70	36	amuug	U
70	37	sit	ST
70	38	wipi	I
70	39	eewnamung	N
70	40	amimgweeg/amimgwamuug	Q
70	41	plamug	PM
71	1	hatki	HA
71	2	loːci	LO
71	3	kitisci	KI
71	4	lakni/lahn	LA
71	5	okcakwi	OK
71	6	honotbi	HO
71	7	babi	BA
71	8	koːsi	KO
71	9	caːkli	CA
71	10	koːki	KK
71	11	yalaːhi	YA
71	12	sopatfi	SO
71	13	limoːnoːci	LI
72	1	ita-rosa	10
72	2	ita-zhoo	14
72	3	kafee	7
72	4	kwaa	2
72	5	kwii	1
72	6	kwisi	3
72	7	muradu	6
72	8	muru	13
72	9	ndzhiʔi	12
72	10	tikweʔe	5
72	11	tituu	11
72	12	tuu	4
72	13	zhaʔa	9
72	14	zhaa	8
72	15	azul	15
72	16	gris	16
72	17	guinda	17
72	18	naranja	18
72	19	nuru	19
72	20	naranjado	20
72	21	ita-yoo	21
72	22	meku	22
72	23	kwii-zhaa	23
72	24	zhaa-kwisi	24
72	25	ndzhiʔi-tikweʔe	25
72	26	ndzhiʔi-zhaa	26
72	27	zhaa-zhaʔa	27
72	28	tikweʔe-ita-rosa	28
72	29	kwii-ndzhiʔi	29
72	30	tikweʔe-zhaa	30
72	31	ita-rosa-tikweʔe	31
73	1	gbaugbau	G
73	2	biribiri	I
73	3	didiki	D
73	4	sulusulu	S
73	5	bubu	U
73	6	nzenze	N
73	7	sawule	A
73	8	nzembele	Z
73	9	buturu	T
73	10	ambeambe	B
73	11	remberembe	R
73	12	ngbanga	X
74	1	bi(3)i'sai(3)	B
74	2	bio(3)pai(2)ai(3)	BI
74	3	a(3)hoa(3)saa(3)ga(1)	A
74	4	ko(3)biai(3)	K
75	1	colai	C
75	2	gidang	G
75	3	meeri/meri	ME
75	4	maan	MA
75	5	rege	R
75	6	koli	K
75	7	vɔɔr	V
75	8	jaloc/jaloic	J
75	9	nyapazoc	NY
75	10	zole	Z
75	11	nyapus	N
75	12	dale	D
75	13	lelem	L
75	14	megerwa	W
76	1	thipman	H
76	2	thipmanka	H
76	3	bamam	A
76	4	bamamka	A
76	5	bukmantharr	U
76	6	bukmanka	U
76	7	ngatin	N
76	8	kabat	K
76	9	wipmanarri	I
76	10	wipmanka	I
76	11	wudanil	W
76	12	wudandarriwil	W
76	13	wudandarriwu	W
76	14	wudanthewa	W
76	15	wudankawu	W
76	16	wudankawil	W
76	17	wudanwuwu	W
76	18	tumanka	T
76	19	tupmanka	T
76	20	ngirrwu	G
76	21	trangka	R
76	22	wuwunka	Q
76	23	damkalarrang	DA
76	24	dirrmu	D
76	25	mamguguth	GU
76	26	denturr	DR
76	27	tililtililmam	S
76	28	yibimtamka	Y
76	29	kanthi	O
76	30	punhpush	P
76	31	ngatinka	ZZ
76	32	wudanthewu	W
76	33	dewu	DW
77	1	finge	F
77	2	nye/nyie	N
77	3	wɔɔ/wɔ	W
77	4	bubuo	B
78	1	neshtik	NE
78	2	shoshoktik	SO
78	3	chichiltik	CI
78	4	kafentik	KA
78	5	kostik	KO
78	6	morado	MO
78	7	istak	IS
78	8	teneshtik	TE
78	9	teteneshtik	TE
78	10	tliltik	TL
78	11	naranjado	NA
78	12	tlaltik	TA
78	13	kacen	KC
78	14	rosa	R
78	15	istalehuatik	TA
78	16	kaneshtik	KN
78	17	sakate	SA
78	18	istal	IL
79	1	boora	B
79	2	furaana	F
79	3	jutohfu	J
79	4	jamiivi	JM
79	5	moxooso	M
79	6	tsiiho	S
79	7	tsipi	T
79	8	uxaanhun	U
79	9	otii	O
79	10	juudso	JU
79	11	jubojoh	JB
80	1	ciidagi	C
80	2	cuk	U
80	3	koomagi	K
80	4	'oam	O
80	5	toha	T
80	6	wigi	W
80	7	iibhaimagi	I
80	8	kubju	Q
80	9	muhadagi	M
80	10	wigium	Z
80	11	cu.huñ	H
80	12	suklato	S
80	13	wakumagi	WA
80	14	ka-huimagi	KA
80	15	cidhaiwagi	D
80	16	nalas	N
80	17	luuya	L
80	18	komhaimagi	KO
80	19	mataimagi	MI
80	20	'a-niilmagi	A
80	21	cukmagi	CK
80	22	biitmagi	B
80	23	to'owagi	TO
80	24	'liwagi	IW
80	25	coko-laadimagi	CO
81	1	viliac	V
81	2	niyuu	N
81	3	hi	HI
81	4	zang	Z
81	5	kwem	K
81	6	makiban	M
81	7	mahizeac	MH
81	8	bilu	B
81	9	pipuu	P
81	10	mapipu	MP
81	11	guva	G
81	12	matuc	MT
81	13	nipaha	NI
81	14	mapilepac	MC
81	15	mapuhu	MU
82	1	gwrahna	W
82	2	se-wa	E
82	3	sa-ka	A
82	4	pawa	P
82	5	ka-ma-sa	K
82	6	mora	M
82	7	broni	BR
82	8	sonkua	O
82	9	boni	B
82	10	succua	S
82	11	pompiona	PO
82	12	pompoponioj	J
82	13	weka	WK
83	1	didiki	DD
83	2	sukuta	SK
83	3	sonaa	SA
83	4	hwe	HW
83	5	pedaa	PE
83	6	teka/tekai	TK
83	7	sukuma	M
83	8	hukutu/hukudu)	HU
83	9	de/dei	DE
83	10	bodu	BD
83	11	hokodo	HK
83	12	bapu	BP
83	13	hosowa	HS
83	14	sa	S
83	15	se	SE
83	16	kuake	K
83	17	dokwa	DK
83	18	tukusi	U
84	1	baaka	BK
84	2	weti	WE
84	3	be	BE
84	4	kooko	KO
84	5	guun	GU
84	6	baau/baao/blau	BA
84	7	kuwa-uwi-guun	KG
84	8	jaifi-folo	JF
84	9	gaangadu-guun	GA
84	10	pangapanga-folo	PF
84	11	foko	FK
84	12	sukuati	SU
84	13	pondi-pau	PO
84	14	foofatu	FO
84	15	kaabu-obo	KB
84	16	napi-wata	NW
84	17	namu-obo	NO
84	18	suwi-obo	SO
84	19	awaa-maaun	AM
84	20	gunsi	GS
84	21	sindjasindja	SN
84	22	doti	DT
84	23	maaun	MA
84	24	maipa-fou	MF
84	25	paatjitji	PT
84	26	alengisi	AL
84	27	donu	DN
84	28	keel/geel	KL
84	29	moiti-kanti	MK
84	30	akanti-guun	AG
84	31	sipai-fatu	SF
84	32	bruin	BR
84	33	paars	PS
84	34	grijs	GR
84	35	uwi-maaun	UM
84	36	uwi	UW
84	37	tenge-puu	TP
84	38	djankpei-maata-folo	DF
84	39	oranje	OR
84	40	zuguu/dungu	D
84	41	foko	F
84	42	limbo	L
84	43	sende	S
84	44	vongo	V
85	1	kʔe'el	E
85	2	ko'il	I
85	3	kwassool	S
85	4	ko'oxp	O
85	5	k'ooppool	P
85	6	kimaaxxaat	X
85	7	kkwimaw/kwima'ʔw	WW
85	8	kwiʔm	KM
85	9	kwiʔme	KE
85	10	kwimaaxp	WP
85	11	kwiʔmext	WX
85	12	ko'oskl	KK
86	1	joshin	FS
86	2	panshin	FE
86	3	yancon	CA
86	4	yametani	TA
86	5	pashnatani	AS
86	6	barin poi	BA
86	7	ami	AM
86	8	pene	ET
86	9	mai	XS
86	10	josho	GA
86	11	chimapo	CF
86	12	manshan	MA
86	13	coro	CR
86	14	huiso	HU
86	15	shoo	SH
86	16	cana	NA
86	17	cheshe	CE
86	18	emo	EM
86	19	pota'	PA
86	20	shane	SS
86	21	kaqui	KA
87	1	eaqui	A
87	2	echo	C
87	3	echu	U
87	4	eirei	I
87	5	enumbi	N
87	6	equiche	Q
87	7	erondei	O
87	8	eruba	R
87	9	eshi	S
87	10	ibi-raanguia	B
87	11	irubi	IR
87	12	turuma-uti	T
88	1	denítle/denehtle	EN
88	2	dek'ali	EK
88	3	detsile	ET
88	4	dzéh/dzé(h)li	ZZ
88	5	detthoi	EP
88	6	et'o/it'oo/it'oa/et'oli	TO
88	7	ditl'ee/dehtlee/diítl'ege	IT
88	8	dimbeedhe/dehmbe	IM
88	9	jíecho	IE
88	10	dehbai	EB
88	11	deba	EE
88	12	yaazo	AA
88	13	eto-/ito-	LA
88	14	deyale	EY
88	15	dedele	ED
88	16	degaa/degaye	EG
88	17	dezeni	EZ
88	18	dek'ots	KK
88	19	jie tu	JT
88	20	ehtle	EH
88	21	gohtsi	OH
88	22	tsihgoo yehtthe laondih	SI
88	23	ndeh laondih	DE
88	24	hahdoo	OO
88	25	nie	NI
88	26	tsúendeé	TS
88	27	tlo	LO
88	28	k'ih teh	KI
88	29	dekoi	OI
88	30	deko	KO
88	31	tsíh	IH
88	32	deník'eze	IK
88	33	dedleze	ZE
88	34	dik'eze	KE
88	35	ejiedelé	JI
88	36	dek'one	NE
88	37	debae	AE
88	38	depoe	OE
88	39	depoi	PO
88	40	k'oh	KZ
88	41	k'a	KA
88	42	ejiet'o	IO
88	43	golo gha	GG
88	44	brown	BR
88	45	pink	PI
88	46	purple	PU
88	47	orange	OR
88	48	cream	CR
88	49	turquoise	TU
88	50	peach	PE
88	51	lilac	LI
88	52	rust	RU
89	1	bal	B
89	2	niar	N
89	3	mirik	R
89	4	maksin	K
89	5	makrau	M
89	6	kas	S
89	7	map-mapi	P
89	8	marang	G
89	9	lauh	L
89	10	ma-mayar	A
89	11	kaki	I
90	1	basa-basa	A
90	2	beru-beru	E
90	3	kreu-kreu	K
90	4	neko-neko	N
90	5	nimi-nimi	I
90	6	say-say	S
90	7	yanko-yanko	Y
91	1	dhabi(da)	DB
91	2	pasa(ne)	PS
91	3	dhere(na)	DR
91	4	tid'i(na)	TD
91	5	dhahua(ne)	DA
91	6	dhehue(na)	DE
91	7	udhuri	UD
91	8	id'iria	ID
91	9	shaina	SN
91	10	sahua	SH
91	11	masahui	MS
91	12	apu/apuda	AP
91	13	urumari	UR
91	14	med'i	MD
91	15	buidhi	BU
91	16	china	CH
91	17	achiachi	CC
91	18	timutimu	MM
91	19	surusuru	SS
91	20	matse	MA
91	21	padhadhata	PD
91	22	caqui	CQ
91	23	chucu/chuculita	CZ
91	24	jutida	JT
91	25	ud'u	UZ
91	26	ami	AM
91	27	budhu	BD
91	28	ataruru	AT
91	29	buepa	BP
91	30	cafe/cajue	CF
91	31	celeste	CL
92	1	rosá	RS
92	2	chó	CC
92	3	sitá	SS
92	4	sawaró	SA
92	5	siyó	ST
92	6	lá	FF
92	7	barósa	BA
92	8	kahé	QQ
92	9	lamá	EE
92	10	banaká	XX
92	11	riká	VV
92	12	somaró	SO
92	13	chomítami	CO
92	14	ulá	UL
92	15	rosabó(chami)	RO
92	16	naraja	NA
92	17	ramí	RA
92	18	cholí	CH
92	19	muyá	MU
92	20	churí sará	CS
92	21	ritú	RI
93	1	rosá	RS
93	2	chó	CC
93	3	sehtá	SE
93	4	sawaró	SA
93	5	siyó	SI
93	6	rosabó	RO
93	7	ulá	UL
93	8	banagáti	BN
93	9	kafé	KA
93	10	barosa	BA
93	11	chocolate	CO
94	1	bukay	K
94	2	bulow	B
94	3	hitem	I
94	4	hulo	U
94	5	lemnaw	L
94	6	melel	E
94	7	gingung	G
94	8	gadung	A
94	9	kobu	O
94	10	ktunga	T
95	1	-wa	WA
95	2	dindin/din	DD
95	3	eye	E
95	4	guenmo	G
95	5	ikso	I
95	6	iksoe	I
95	7	kasho	KA
95	8	keke	KE
95	9	keson	K
95	10	llgwinyo	L
95	11	nede	N
95	12	nenet	NN
95	13	plukpluk	PU
95	14	pluplun	P
95	15	shkenshken	SK
95	16	shongwo	SO
95	17	shoylor	SH
95	18	shrushru	SU
95	19	shweshwe	SW
95	20	shwigue	SG
95	21	si/sisi	S
95	22	sresren	SR
95	23	welee	??
95	24	wliwli	WI
95	25	wlon	WL
95	26	ñagla	NA
95	27	twënwëe	TW
95	28	kjorga	KJ
96	1	chox	CH
96	2	comu	CO
96	3	dau	DA
96	4	dexe	DE
96	5	waxu	WA
96	6	wexe	WE
96	7	yaux	YX
96	8	yuxra	JU
96	9	nayurax	N
96	10	bara	B
97	1	namaal	NA
97	2	titak	TI
97	3	fiingim	FI
97	4	duut	DU
97	5	matak	AA
97	6	tiim(ang)	TM
97	7	isak(falut)	IS
97	8	kiim(faling)	KI
97	9	(y)imuul(im)	YM
97	10	maliil(im)	ML
97	11	as koon wiis	AS
97	12	duumook	DM
97	13	abik	AB
97	14	ifum	IF
97	15	ilangdalin	IL
97	16	matik	AI
97	17	koob	KO
97	18	keel	KE
97	19	llem	LL
97	20	afoong	AF
97	21	isiib	IB
97	22	kiimfingim	KF
97	23	kiimtabin	KT
97	24	keelfokorin	EE
97	25	miililim	MM
98	1	mixa	X
98	2	mana	M
98	3	mojmo	O
98	4	maxa	A
98	5	minuu	U
98	6	skuni	S
98	7	nguidi	D
98	8	xani	N
98	9	miga	G
98	10	mikjun	K
98	11	cafe	C
98	12	mismba	B
98	13	michuun	CH
98	14	huaba-	L
98	15	ga'kje	P
99	1	ñiro	NA
99	2	butiro	BA
99	3	sõa'ro	SA
99	4	ewuro	EA
99	5	ya'saro	YA
99	6	butiwijiro	BU
99	7	bojoyaro	BO
100	1	aah	A
100	2	biri	R
100	3	huuhzi	U
100	4	aah-lugo-susau	S
100	5	lugo-burgu	L
100	6	lugo-kooriihuu	K
101	1	piula	P
101	2	dzhambəlʌ	J
101	3	nilʌ	N
101	4	ratʌ	R
101	5	tʌmkhi	T
101	6	udzhəlʌ	U
101	7	kalʌ	K
101	8	gulabi	G
101	9	gɔriɔ	GO
101	10	bhurʌ	BR
102	1	ae'i'gae'i'	A
102	2	gi'ngo'i	G
102	3	gimoi	GM
102	4	itaecadae	I
102	5	icadae	IC
102	6	igi	II
102	7	iipaena	IP
102	8	mae'cadaemae	M
102	9	mintadaemye	MI
102	10	mo'mpadaca	MO
102	11	na'amae'ta	N
102	12	na'ngi'mo'	NN
102	13	opa'tawae	O
102	14	we'nedae	W
102	15	waimo	WA
102	16	wae'ma'ca'mo	WE
102	17	wi'gaemo	WG
102	18	wintamo	WT
103	1	kiliki	C
103	2	mirawarri	MI
103	3	nguyunguyu	NY
103	4	rrarrpa	X
103	5	warparlanganji	WR
103	6	mangkurdupiya	MG
103	7	maru	M
103	8	mawulypari	MW
103	9	pulyurr-pulyurrpa	PU
103	10	kunyjuru-kunyjuru	U
103	11	yilyyurdu-yilyurdu	L
103	12	wajirrkikajirrki	WJ
103	13	wikirriwikirri	WI
103	14	yakuri/yukuri	K
103	15	warrkini	WK
103	16	walyawalya	W
103	17	karrku	R
103	18	kurdunjurupiya	E
103	19	mardalpa	Q
103	20	ngalyurrpa	NL
103	21	yalu-yalu	Y
103	22	yurlpupiya	YP
103	23	kalyji	B
103	24	kardirri	D
103	25	ngunjungunju	N
103	26	palkarra	P
103	27	pardapardija	PD
103	28	wapurnungku	WP
103	29	warntikirli	T
103	30	yarltiri	YT
103	31	karntawarra	A
103	32	jirijiri	J
103	33	jurntuljurntulpa	JU
103	34	kalupa	KA
103	35	kirntilarri	O
103	36	kuru-kuru	KU
103	37	munga	V
103	38	naglkirdi	NI
103	39	ngapari	NP
103	40	nguku	NK
103	41	nguru	NR
103	42	patutu	PT
103	43	pawutawu	PW
103	44	pirily	PR
103	45	rronkarrpa	RK
103	46	wantapuralyi	WA
103	47	wanukurdu	WD
103	48	watilyi	WT
103	49	wingkilypari	WG
103	50	wini-wini	WN
103	51	wintajilypa	WO
103	52	wulyuwulypa	WL
103	53	wurrkalpa	WU
103	54	yapurnupiya	PY
103	55	yardingki	YD
103	56	yarluwarnu	YU
103	57	yarringki	YR
103	58	yirntirintiri	YN
103	59	pilyirrpilyirrpa	PL
103	60	rtirirtiri	RT
103	61	yajanpi	YJ
103	62	yukamirra ka	YK
104	1	pluu-	L
104	2	-sain'	S
104	3	kpe'	K
104	4	'dyreea	D
104	5	tyrue'	T
104	6	fason	F
105	1	-zaondheu	Z
105	2	'pouou	P
105	3	tii	T
106	1	gaddung	G
106	2	binaning	B
106	3	sekulati	S
106	4	taluk	T
106	5	ittem	I
106	6	jingga	J
106	7	bilu	BI
106	8	peat	P
106	9	kalas	K
106	10	pote	PO
106	11	kunit	KU
106	12	abu	A
106	13	hinu-hinu	H
107	1	fiso	FI
107	2	oxo	OX
107	3	oshin	OS
107	4	chaxta	CH
107	5	dada	DA
107	6	koro	KO
107	7	pashin	PA
