,expression_name,right_upward,left_upward,right_downward,left_downward,degree
1012,"and(or(subset_eq(B, A), greater_than(cardinality(A), cardinality(B))), subset_eq(intersection(A, B), index(cardinality(B), union(A, B))))",0.0,0.7296149066990799,0.959857165697045,0.4827187070408103,0.959857165697045
1013,"and(or(subset_eq(B, A), greater_than(cardinality(A), cardinality(B))), subset_eq(difference(B, A), index(cardinality(A), union(A, B))))",0.0,0.9667764837428844,1.0,0.0,1.0
1014,"and(or(subset_eq(B, A), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), A), B))",0.22717057917585493,0.5062290799545413,0.4817455686175146,0.12388894412229656,0.5062290799545413
1015,"and(or(subset_eq(B, A), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), A))",0.0,1.0,1.0,0.0,1.0
1016,"and(or(subset_eq(B, A), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), B))",0.0,0.966939156706636,0.9203391728167928,0.0,0.966939156706636
1017,"and(or(subset_eq(B, A), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), union(A, B)), A))",0.0,0.9672695757545637,0.9672695757545637,0.0,0.9672695757545637
1018,"and(or(subset_eq(B, A), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), union(A, B)), B))",0.19837714652485483,0.5061260518208381,0.49365431576287355,0.14445134242761248,0.5061260518208381
1019,"and(or(subset_eq(B, A), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), difference(A, B)), B))",0.19727981242616044,0.5823003259031568,0.5524409220678863,0.1033503956552031,0.5823003259031568
1020,"and(or(subset_eq(B, A), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), A), difference(A, B)))",0.0,0.6375314795423855,0.6375314795423855,0.11631462783803903,0.6375314795423855
1021,"subset_eq(index(cardinality(intersection(A, B)), B), index(cardinality(B), A))",0.0,1.0,0.9194510313717068,0.0,1.0
1022,"and(or(subset_eq(B, A), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), union(A, B)), intersection(A, B)))",0.23324753027537026,0.5051360648371792,0.48667122631730364,0.13143177724125943,0.5051360648371792
1023,"and(or(subset_eq(B, A), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), union(A, B)), difference(A, B)))",0.0,0.6274956834593461,0.6274956834593461,0.1543376587692583,0.6274956834593461
1024,"and(or(subset_eq(B, A), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), union(A, B)), difference(B, A)))",0.26043464851422515,0.34472091638288493,0.34472091638288493,0.27242642346383494,0.34472091638288493
1025,"and(or(subset_eq(B, A), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), A), index(cardinality(B), difference(A, B))))",0.0,0.48822312030154624,0.48822312030154624,0.29602646055141446,0.48822312030154624
1026,"and(or(subset_eq(B, A), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), union(difference(A, B), difference(B, A))))",0.0,1.0,1.0,0.0,1.0
1027,"and(or(subset_eq(B, A), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), union(A, B)), union(difference(A, B), difference(B, A))))",0.0,0.6376068767334597,0.6376068767334597,0.11156418970398052,0.6376068767334597
1028,"and(or(subset_eq(B, A), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), difference(A, B)), index(cardinality(B), A)))",0.0,0.8043870722185783,0.8043870722185783,0.0233728623699212,0.8043870722185783
1029,"and(or(subset_eq(B, A), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), difference(A, B)), index(cardinality(A), union(A, B))))",0.17356449113084493,0.5623591220851138,0.5549796768493447,0.0914385226760861,0.5623591220851138
1030,"and(or(subset_eq(B, A), greater_than(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), difference(A, B)), index(cardinality(B), union(A, B))))",0.0,0.8040634922274559,0.7773523021880924,0.04303256005268774,0.8040634922274559
1031,"and(or(subset_eq(B, A), greater_than(cardinality(A), cardinality(B))), equals(cardinality(intersection(A, B)), cardinality(difference(B, A))))",0.0,0.8207145467010369,0.673642040440273,0.3771479482418496,0.8207145467010369
1032,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), or(subset_eq(A, difference(A, B)), equals(cardinality(A), cardinality(B))))",0.0,0.0,0.39351472788806774,0.4567517218285754,0.4567517218285754
1033,"or(or(subset_eq(A, B), subset_eq(B, A)), greater_than(cardinality(difference(B, A)), cardinality(A)))",0.0,0.0,0.0,0.0,0.0
1034,"or(greater_than(cardinality(B), cardinality(A)), and(subset_eq(B, A), not(subset_eq(A, B))))",0.005655307937498022,0.005655307937498022,0.005655307937498022,0.005655307937498022,0.005655307937498022
1035,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), or(not(subset_eq(A, B)), subset_eq(A, difference(A, A))))",0.0,0.0,0.4071570332726132,0.04962707952290846,0.4071570332726132
1036,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), or(not(subset_eq(A, B)), subset_eq(B, difference(A, A))))",0.0,0.4229969101915847,0.4229969101915847,0.04532271568534141,0.4229969101915847
1037,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), or(subset_eq(A, difference(A, B)), greater_than(cardinality(A), cardinality(B))))",0.0,0.0,0.7775198671009734,0.04372185370766857,0.7775198671009734
1038,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), not(subset_eq(A, difference(A, A))))",0.09531190613710872,0.29379438309965633,0.09531190613710872,0.0,0.29379438309965633
1039,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), not(subset_eq(A, difference(A, B))))",0.42059640674929333,0.42059640674929333,0.06476130387857704,0.06476130387857704,0.42059640674929333
1040,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), not(subset_eq(B, difference(A, A))))",0.34349429014484933,0.09531190613710872,0.0,0.09531190613710872,0.34349429014484933
1041,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), not(subset_eq(union(A, B), difference(A, A))))",0.0070090160810935,0.0070090160810935,0.0,0.0,0.0070090160810935
1042,"subset_eq(A, difference(index(cardinality(B), union(A, B)), index(cardinality(A), union(A, B))))",0.39328547186514484,0.0,0.8349492664593499,1.0,1.0
1043,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), subset_eq(intersection(A, B), index(cardinality(A), B)))",0.0,0.0,0.517990499562538,0.893523486124631,0.893523486124631
1044,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), subset_eq(intersection(A, B), index(cardinality(B), A)))",0.0,0.0,0.7658824414559282,0.656500802375396,0.7658824414559282
1045,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), subset_eq(intersection(A, B), index(cardinality(A), union(A, B))))",0.0,0.0,0.5378755386448942,0.9635830696337618,0.9635830696337618
1046,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), subset_eq(intersection(A, B), index(cardinality(B), union(A, B))))",0.0,0.0,0.6140299002697442,0.6312179237213272,0.6312179237213272
1047,"subset_eq(difference(A, B), difference(index(cardinality(B), union(A, B)), index(cardinality(A), union(A, B))))",0.49335918446603033,0.0,0.0,0.7159976945553064,0.7159976945553064
1048,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), B), A))",0.0,0.4951576795194049,0.25570884353111223,0.0,0.4951576795194049
1049,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(B), A), B))",0.5134168946805362,0.0,0.0,0.32935728463588465,0.5134168946805362
1050,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), union(A, B)), A))",0.0,0.42249332135395357,0.29943991281233895,0.0,0.42249332135395357
1051,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), union(A, B)), B))",0.0,0.0,0.0,0.0,0.0
1052,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), difference(B, A)), A))",0.0,0.42059640674929333,0.21107526909901808,0.0,0.42059640674929333
1053,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(B), union(A, B)), A))",0.0,0.0,0.0,0.0,0.0
1054,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(B), union(A, B)), B))",0.5248560008174918,0.0,0.0,0.3344256868494355,0.5248560008174918
1055,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(B), difference(A, B)), B))",0.4885778595906122,0.0,0.0,0.2580770189760411,0.4885778595906122
1056,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), B), difference(B, A)))",0.0,0.0,0.24503595943479917,0.0,0.24503595943479917
1057,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(B), A), difference(A, B)))",0.0,0.0,0.0,0.25860852966365133,0.25860852966365133
1058,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",0.0,0.5112010191872043,0.27247278554479437,0.0,0.5112010191872043
1059,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), union(A, B)), difference(A, B)))",0.0,0.6283039816171936,0.6658059352067587,0.0,0.6658059352067587
1060,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), union(A, B)), difference(B, A)))",0.0,0.0,0.3261557627758499,0.0,0.3261557627758499
1061,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(B), union(A, B)), intersection(A, B)))",0.518893352460358,0.0,0.0,0.27247278554479437,0.518893352460358
1062,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(B), union(A, B)), difference(A, B)))",0.0,0.0,0.0,0.2905670551742294,0.2905670551742294
1063,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), B), index(cardinality(A), difference(B, A))))",0.0,0.0,0.6767553293609855,0.0,0.6767553293609855
1064,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), B), index(cardinality(B), union(A, B))))",0.0,0.5122999624345115,0.47718878580865043,0.0,0.5122999624345115
1065,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(B), A), index(cardinality(B), difference(A, B))))",0.0,0.0,0.0,0.6457592107058422,0.6457592107058422
1066,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), union(A, B)), union(difference(A, B), difference(B, A))))",0.0,0.0,0.23509906962423932,0.0,0.23509906962423932
1067,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), difference(B, A)), index(cardinality(A), B)))",0.0,0.0,0.05035900602032406,0.0,0.05035900602032406
1068,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), difference(B, A)), index(cardinality(A), union(A, B))))",0.0,0.0,0.09027450513498425,0.0,0.09027450513498425
1069,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(A), difference(B, A)), index(cardinality(B), union(A, B))))",0.0,0.3685087909892879,0.1874365807862154,0.0,0.3685087909892879
1070,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(B), union(A, B)), union(difference(A, B), difference(B, A))))",0.0,0.0,0.0,0.2686140533029262,0.2686140533029262
1071,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), subset_eq(index(cardinality(B), difference(A, B)), index(cardinality(B), A)))",0.0,0.0,0.0,0.1037383676414142,0.1037383676414142
1072,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), equals(cardinality(intersection(A, B)), cardinality(difference(A, B))))",0.432842299219526,0.0,0.432842299219526,0.19823842044195916,0.432842299219526
1073,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), greater_than(cardinality(B), cardinality(difference(A, B))))",0.7711080535393678,0.06259108614261322,0.0,0.5189155310920175,0.7711080535393678
1074,"and(or(subset_eq(B, A), greater_than(cardinality(B), cardinality(A))), greater_than(cardinality(difference(A, B)), cardinality(intersection(A, B))))",0.027555420506497064,0.28519524891038295,0.7558681111979669,0.4036332796491495,0.7558681111979669
1075,"and(or(and(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, A))), not(subset_eq(B, difference(A, A))))",0.4277666415197121,0.02231362484150834,0.35533357081750816,0.4277666415197121,0.4277666415197121
1076,"and(or(and(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))))",0.0,0.0,0.3934286792783074,0.3934286792783074,0.3934286792783074
1077,"and(or(and(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), not(subset_eq(A, difference(A, A))))",0.03921248762911278,0.18665950705112289,0.4552375717773741,0.36774580635429654,0.4552375717773741
1078,"and(or(and(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), not(subset_eq(B, difference(A, A))))",0.18665950705112289,0.03921248762911278,0.36774580635429654,0.4552375717773741,0.4552375717773741
1079,"and(or(and(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), not(subset_eq(union(A, B), difference(A, A))))",0.0027536522280138254,0.0027536522280138254,0.4405082619310744,0.4405082619310744,0.4405082619310744
1080,"or(and(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, index(cardinality(B), union(A, B))))",0.3665737766989149,0.0,0.3935409640488552,0.44872809601630415,0.44872809601630415
1081,"or(and(subset_eq(A, B), subset_eq(B, A)), subset_eq(B, index(cardinality(A), union(A, B))))",0.0,0.3665737766989149,0.44872809601630415,0.3935409640488552,0.44872809601630415
1082,"and(or(and(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(A), union(A, B)), B))",0.0,0.0,0.39717709182499306,0.4514220431436695,0.4514220431436695
1083,"and(or(and(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(B), union(A, B)), A))",0.0,0.0,0.4514220431436695,0.39717709182499306,0.4514220431436695
1084,"and(or(and(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(A), B), index(cardinality(A), union(A, B))))",0.0,0.0,0.440518915030669,0.405935782048632,0.440518915030669
1085,"and(or(and(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(B), A), index(cardinality(B), union(A, B))))",0.0,0.0,0.405935782048632,0.440518915030669,0.440518915030669
1086,"and(or(subset_eq(A, difference(A, B)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), index(cardinality(A), B)))",0.0,0.0,0.4111458538140671,0.4529484102481991,0.4529484102481991
1087,"and(or(subset_eq(A, difference(A, B)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), union(A, B)), index(cardinality(B), A)))",0.0,0.0,0.4529484102481991,0.4111458538140671,0.4529484102481991
1088,"and(or(and(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), greater_than(cardinality(A), cardinality(difference(B, A))))",0.02724048216900732,0.44872809601630415,0.44872809601630415,0.32168810316876884,0.44872809601630415
1089,"and(or(and(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), greater_than(cardinality(B), cardinality(difference(A, B))))",0.44872809601630415,0.02724048216900732,0.32168810316876884,0.44872809601630415,0.44872809601630415
1090,"and(or(and(subset_eq(A, B), subset_eq(B, A)), subset_eq(B, difference(A, A))), not(subset_eq(A, difference(A, A))))",0.02231362484150834,0.4277666415197121,0.4277666415197121,0.35533357081750816,0.4277666415197121
1091,"or(or(subset_eq(A, B), subset_eq(B, A)), and(subset_eq(A, difference(A, B)), equals(cardinality(A), cardinality(B))))",0.0,0.0,0.0,0.0,0.0
1092,"and(or(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), not(and(subset_eq(A, B), subset_eq(B, A))))",0.00782990573194442,0.00782990573194442,0.00782990573194442,0.00782990573194442,0.00782990573194442
1093,"and(or(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), not(equals(cardinality(A), cardinality(B))))",0.0059728733225380415,0.0059728733225380415,0.0059728733225380415,0.0059728733225380415,0.0059728733225380415
1094,"and(or(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), not(subset_eq(A, difference(A, A))))",0.13318794167080716,0.13318794167080716,0.13318794167080716,0.0,0.13318794167080716
1095,"and(or(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), not(subset_eq(B, difference(A, A))))",0.13318794167080716,0.13318794167080716,0.0,0.13318794167080716,0.13318794167080716
1096,"and(or(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), not(subset_eq(union(A, B), difference(A, A))))",0.010248405937320126,0.010248405937320126,0.0,0.0,0.010248405937320126
1097,"or(subset_eq(A, index(cardinality(B), union(A, B))), subset_eq(difference(A, B), index(cardinality(B), A)))",0.5129746618119866,0.0,0.0,0.7508335047800065,0.7508335047800065
1098,"or(subset_eq(B, index(cardinality(A), union(A, B))), subset_eq(difference(B, A), index(cardinality(A), B)))",0.0,0.5129746618119866,0.7508335047800065,0.0,0.7508335047800065
1099,"and(or(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(A), B), A))",0.0,0.40204731036179187,0.3349507251052014,0.0,0.40204731036179187
1100,"and(or(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(B), A), B))",0.40204731036179187,0.0,0.0,0.3349507251052014,0.40204731036179187
1101,"and(or(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(A), union(A, B)), A))",0.0,0.3842411724780114,0.356467731529044,0.0,0.3842411724780114
1102,"and(or(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(A), union(A, B)), B))",0.0,0.0,0.0,0.0,0.0
1103,"and(or(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(A), difference(B, A)), A))",0.0,0.37129264395471784,0.27982658316132325,0.0,0.37129264395471784
1104,"and(or(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(B), union(A, B)), A))",0.0,0.0,0.0,0.0,0.0
1105,"and(or(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(B), union(A, B)), B))",0.3842411724780114,0.0,0.0,0.356467731529044,0.3842411724780114
1106,"and(or(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(B), difference(A, B)), B))",0.37129264395471784,0.0,0.0,0.27982658316132325,0.37129264395471784
1107,"and(or(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(A), B), difference(B, A)))",0.0,0.0,0.3805805431084005,0.0,0.3805805431084005
1108,"and(or(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(B), A), difference(A, B)))",0.0,0.0,0.0,0.3805805431084005,0.3805805431084005
1109,"and(or(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(A), union(A, B)), difference(B, A)))",0.0,0.0,0.36364250387382147,0.0,0.36364250387382147
1110,"and(or(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(B), union(A, B)), difference(A, B)))",0.0,0.0,0.0,0.36364250387382147,0.36364250387382147
1111,"and(or(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(A), B), index(cardinality(A), union(A, B))))",0.0,0.0,0.0,0.0,0.0
1112,"or(subset_eq(A, difference(A, B)), subset_eq(index(cardinality(A), union(A, B)), index(cardinality(A), difference(B, A))))",0.0,0.0,0.8163160137264656,0.0,0.8163160137264656
1113,"and(or(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(B), A), index(cardinality(B), union(A, B))))",0.0,0.0,0.0,0.0,0.0
1114,"or(subset_eq(A, difference(A, B)), subset_eq(index(cardinality(B), union(A, B)), index(cardinality(B), difference(A, B))))",0.0,0.0,0.0,0.8163160137264656,0.8163160137264656
1115,"or(subset_eq(A, B), subset_eq(index(cardinality(A), union(A, B)), index(cardinality(A), difference(B, A))))",0.0,0.0,0.0,0.0,0.0
1116,"and(or(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(A), difference(B, A)), index(cardinality(A), B)))",0.0,0.0,0.07139850588737828,0.0,0.07139850588737828
1117,"and(or(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(A), difference(B, A)), index(cardinality(A), union(A, B))))",0.0,0.0,0.12464595026128611,0.0,0.12464595026128611
1118,"and(or(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(A), difference(B, A)), index(cardinality(B), union(A, B))))",0.0,0.3468555662309202,0.25097774457422806,0.0,0.3468555662309202
1119,"or(subset_eq(B, A), subset_eq(index(cardinality(B), union(A, B)), index(cardinality(B), difference(A, B))))",0.0,0.0,0.0,0.0,0.0
1120,"and(or(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(B), difference(A, B)), index(cardinality(B), A)))",0.0,0.0,0.0,0.07139850588737828,0.07139850588737828
1121,"and(or(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(B), difference(A, B)), index(cardinality(A), union(A, B))))",0.3468555662309202,0.0,0.0,0.25097774457422806,0.3468555662309202
1122,"and(or(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(B), difference(A, B)), index(cardinality(B), union(A, B))))",0.0,0.0,0.0,0.12464595026128611,0.12464595026128611
1123,"and(or(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), greater_than(cardinality(A), cardinality(difference(B, A))))",0.05482682891410795,0.7752846412574095,0.442897601230828,0.0,0.7752846412574095
1124,"and(or(or(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))), greater_than(cardinality(B), cardinality(difference(A, B))))",0.7752846412574095,0.05482682891410795,0.0,0.442897601230828,0.7752846412574095
1125,"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), not(and(subset_eq(A, B), subset_eq(B, A))))",0.008373143973616548,0.008373143973616548,0.008373143973616548,0.008373143973616548,0.008373143973616548
1126,"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), or(not(subset_eq(A, B)), subset_eq(A, difference(A, A))))",0.0,0.0,0.5777344858684901,0.06643553078269082,0.5777344858684901
1127,"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), or(not(subset_eq(B, A)), subset_eq(A, difference(A, B))))",0.0,0.0,0.06643553078269082,0.5777344858684901,0.5777344858684901
1128,"or(subset_eq(A, difference(A, A)), or(subset_eq(B, difference(A, A)), equals(cardinality(A), cardinality(B))))",0.0,0.0,0.2875778301893157,0.2875778301893157,0.2875778301893157
1129,"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), or(subset_eq(A, difference(A, B)), greater_than(cardinality(A), cardinality(B))))",0.0,0.0,0.7774115477044103,0.04464527702592458,0.7774115477044103
1130,"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), or(subset_eq(A, difference(A, B)), greater_than(cardinality(B), cardinality(A))))",0.0,0.0,0.04464527702592458,0.7774115477044103,0.7774115477044103
1131,"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), not(subset_eq(A, difference(A, A))))",0.14274954467462264,0.30895967350139,0.14274954467462264,0.0,0.30895967350139
1132,"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), not(subset_eq(A, difference(A, B))))",0.5963133276320534,0.5963133276320534,0.08676124055313716,0.08676124055313716,0.5963133276320534
1133,"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), not(subset_eq(B, difference(A, A))))",0.30895967350139,0.14274954467462264,0.0,0.14274954467462264,0.30895967350139
1134,"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), not(subset_eq(union(A, B), difference(A, A))))",0.011116483430644197,0.011116483430644197,0.0,0.0,0.011116483430644197
1135,"subset_eq(difference(A, index(cardinality(B), A)), intersection(index(cardinality(A), union(A, B)), index(cardinality(B), union(A, B))))",0.4001370158413321,0.0,1.0,1.0,1.0
1136,"subset_eq(difference(B, index(cardinality(A), B)), intersection(index(cardinality(A), union(A, B)), index(cardinality(B), union(A, B))))",0.0,0.4001370158413321,1.0,1.0,1.0
1137,"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(intersection(A, B), index(cardinality(A), B)))",0.0,0.0,0.630596120059012,0.7672759075383699,0.7672759075383699
1138,"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(intersection(A, B), index(cardinality(B), A)))",0.0,0.0,0.7672759075383699,0.630596120059012,0.7672759075383699
1139,"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(intersection(A, B), index(cardinality(A), union(A, B))))",0.0,0.0,0.5926495819188993,0.7717981905507625,0.7717981905507625
1140,"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(intersection(A, B), index(cardinality(B), union(A, B))))",0.0,0.0,0.7717981905507625,0.5926495819188993,0.7717981905507625
1141,"subset_eq(union(difference(A, B), index(cardinality(A), B)), union(index(cardinality(B), A), index(cardinality(A), union(A, B))))",0.5558669337786367,0.0,0.0,0.8323106809440981,0.8323106809440981
1142,"subset_eq(union(difference(B, A), index(cardinality(B), A)), union(index(cardinality(A), B), index(cardinality(B), union(A, B))))",0.0,0.5558669337786367,0.8323106809440981,0.0,0.8323106809440981
1143,"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), B), A))",0.0,0.4186299266467428,0.3540561287686871,0.0,0.4186299266467428
1144,"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), A), B))",0.4186299266467428,0.0,0.0,0.3540561287686871,0.4186299266467428
1145,"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), A))",0.0,0.4942771351329882,0.40204731036179187,0.0,0.4942771351329882
